Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
BSA_m2,Pentraxin-3,Group_8C vs Group_22C Contrast,379.0393321199637,0.038661128607233204,19.756105757712078,738.3225584822153,0.1755326758790522,0.0037686500205215134,83.1556589567154,0.39674774074808694,-188.7806628948141,0.23971339724270146,190.25866922514962,0.031432204822680054,0.8535072291235895,False
Skinfold_Thickness_mm,sCD30_per_TNFRSF8,Group_22C vs Group_15C (Reference),-0.7896548742475156,0.03988688913314638,-1.5428210977443593,-0.03648865075067176,0.20601702369861863,0.040603903635830885,0.19723152151391582,0.37138550676195814,-0.5924233527335998,0.059699359821743236,-0.1322058401948229,0.657390624864217,0.8535072291235895,False
BMI_kg·m2,IL-11,Group_8C vs Group_22C Contrast,0.44013253634344496,0.03999670032291205,0.020098006478648456,0.8601670662082415,0.5498226342001175,0.45603568299180863,0.15045710737901816,9.64759268890707e-05,-0.07966719510275286,0.5651181455252368,0.3604653412406921,0.027517601682893522,0.8535072291235895,False
Muscle_Mass_kg,IFN-y,Group_8C vs Group_15C (Reference),0.35750866029424705,0.04198005434707574,0.012965237775532767,0.7020520828129613,0.15994879767639314,-0.01506186947435828,-0.06047882020226444,0.5878081568244347,0.12471134515592616,0.8099661182525817,0.29702984009198263,0.028768195058009205,0.8535072291235895,False
Max_Watts_W,MMP-2,Group_8C vs Group_15C (Reference),75.84025405526332,0.04489840120924372,1.7258786948787588,149.95462941564787,0.2562929447013693,0.10135397484748798,-36.19515056686789,0.003911799994290935,28.503323076946536,0.7616433903956115,39.64510348839543,0.2664123723243468,0.8535072291235895,False
BSA_m2,APRIL_per_TNFSF13,Group_8C vs Group_22C Contrast,42671.598566190136,0.045842611527112095,787.2460694715337,84555.95106290875,0.19634423335599627,0.02891594863849556,5996.745043665345,0.7219628596679157,-23364.018697215546,0.06050078902715117,19307.579868974586,0.26634963620174146,0.8535072291235895,False
Body_Density_kg_per_m3,sCD163,Group_22C vs Group_15C (Reference),658373.4711841386,0.046957902114220615,8853.426318806363,1307893.5160494708,0.20936185543759656,0.04464557532042923,-227101.2105526889,0.3318238695843798,431272.26063144964,0.06606465954716323,159308.40878726917,0.1263725477824309,0.8535072291235895,False
Weight_kg,sCD163,Group_22C vs Group_15C (Reference),-675.6493685026567,0.04748286186648388,-1343.7977265178265,-7.501010487486724,0.1686608109072677,-0.004534853487051516,253.8288096148844,0.33916418755267785,-421.8205588877723,0.048445357316674986,62.77254965749643,0.9466619971322905,0.8535072291235895,False
Body_Fat__Percent,sCD163,Group_22C vs Group_15C (Reference),-1510.730382953492,0.04823778928028951,-3009.756214917324,-11.704550989659765,0.20983368523444512,0.045215702991621254,519.7514619159956,0.3350993694361265,-990.9789210374963,0.06769469927932525,-372.12768606546535,0.11798173362448772,0.8535072291235895,False
VO2max_ml_per_kg_per_min,IL-29_per_IFN-lambda1,Group_22C vs Group_15C (Reference),4.120821093497792,0.048789598665676906,0.02187902716955925,8.219763159826025,0.2335965553386754,0.0739291710342328,-2.6134451321268406,0.03545316487459449,1.5073759613709514,0.3701911545295786,1.2783112096610245,0.5266337760102178,0.8535072291235895,False
BMI_kg·m2,IL-35,Group_8C vs Group_22C Contrast,26.747465585464028,0.04942932577429177,0.06628984705164953,53.428641323876406,0.5402940024005786,0.44452191956736575,7.312107561354356,0.011807189952460266,-1.1991208997857523,0.8487448690049086,25.548344685678277,0.034344958565949435,0.8535072291235895,False
VO2max_ml_per_kg_per_min,TSLP,Group_22C vs Group_15C (Reference),1.990440440751622,0.04973963909461738,0.0022644081602207766,3.978616473343023,0.23991998996866448,0.08156998787880299,-0.0725939012586944,0.9179005204528234,1.9178465394929276,0.008616723752275623,-0.43422202076323363,0.7185716896409668,0.8535072291235895,False
VO2max_ml_per_kg_per_min,IL-28A_per_IFN-lambda2,Group_22C vs Group_15C (Reference),1.1910777256043117,0.0508094614101179,-0.00419478574902854,2.386350236957652,0.2739921132416172,0.12274047016695422,-0.39243058908086503,0.17687060558007617,0.7986471365234467,0.1363368312150257,0.15923801377931424,0.771525387121675,0.8535072291235895,False
Max_Watts_W,IL-26,Group_8C vs Group_15C (Reference),0.17476900806830337,0.052447325070402444,-0.0018491370735852497,0.351387153210192,0.30882670973264814,0.16483227426028324,-0.09113877551002837,0.25884491057379266,0.4887384615385948,0.3282063908039694,0.083630232558275,0.03685684239683118,0.8535072291235895,False
Weight_kg,MMP-3,Group_22C vs Group_15C (Reference),-99.68421272769257,0.052707575957362016,-200.53413452652487,1.1657090711397302,0.11767056158128464,-0.06614807142261436,47.357795250846074,0.2344128770352384,-52.326417476846494,0.10824031960676606,-5.142276184071271,0.9548519370585182,0.8535072291235895,False
Muscle_Mass_kg,IFN-a2,Group_8C vs Group_22C Contrast,0.6945299311413892,0.05340896689687361,-0.010211770210605375,1.3992716324933836,0.30463724385968616,0.15977000299712085,0.040214631788068875,0.9636207626763869,0.011421877576733044,0.9638132597830928,0.7059518087181221,0.0059610912438066155,0.8535072291235895,False
BSA_m2,IL-11,Group_22C vs Group_15C (Reference),-5.826287058042935,0.05421010463061568,-11.757923309323502,0.10534919323763248,0.3429499726901898,0.2060645503339794,3.125623296193206,0.10541634411434786,-2.7006637618497287,0.24658276150132163,2.4502954126340803,0.15946922635851335,0.8535072291235895,False
Muscle_Mass_kg,IL-10,Group_8C vs Group_22C Contrast,0.17096551961166337,0.0546007619591978,-0.003376570009529317,0.3453076092328561,0.19922071341820313,0.03239169538032882,0.08583188551097194,0.7186886599393469,-0.10114133642735472,0.13142818274326462,0.06982418318430865,0.23226427391606252,0.8535072291235895,False
Age_years,IL-12p40,Group_8C vs Group_22C Contrast,1.348330911415938,0.05511471619794601,-0.029546485188508553,2.726208308020385,0.2316300213186525,0.07155294242670518,-0.06666275561513008,0.9199418528639403,-0.49028743315508305,0.42322157735006627,0.858043478260855,0.013022701514654234,0.8535072291235895,False
