Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
Core_Temp_°C_,sTNF-R2,Group_8C vs Group_15C (Reference),-875.074189084918,0.18390353092060452,-2165.767367512966,415.61898934313,0.17953432126482627,0.00860397152833181,630.4454487464885,0.2716132749135606,-507.3182517043939,0.21196832658852482,-244.62874033842945,0.44984041832948307,0.9983944120778494,False
Core_Temp_°C_,MMP-1,Group_22C vs Group_15C (Reference),-1279.1969674036345,0.18396384960726042,-3166.211732134092,607.817797326823,0.2310523635439522,0.0708549392822756,871.2157337088403,0.0010311652656237794,-407.98123369479424,0.6593276213034835,-107.12756980353902,0.8424031691799798,0.9983944120778494,False
Muscle_Temp2_°C_,MMP-1,Group_8C vs Group_22C Contrast,465.5183973615527,0.1912477589897537,-232.63623158211993,1163.6730263052252,0.24537039655782011,0.08815589584069938,61.22785145510488,0.6817213247505971,-320.49971973866,0.22434122062548445,145.01867762289265,0.5446452758974876,0.9983944120778494,False
Core_Temp_°C_,IL-12p70,Group_8C vs Group_15C (Reference),-1.0970609428021845,0.19142754963033448,-2.742998729953494,0.5488768443491254,0.1505178414066588,-0.026457608300287205,0.5225967961293523,0.4647687591781474,-0.9184686816448833,0.6679489858929686,-0.5744641466728322,0.19233266687718853,0.9983944120778494,False
Muscle_Temp3_°C_,IL-11,Group_8C vs Group_15C (Reference),0.6490951344666462,0.19702844901808236,-0.3370599071382484,1.635250176071541,0.2749194049007079,0.12386094758835542,-0.33048746679299046,0.2161967960972595,-0.48087290231624163,0.2875235752076888,0.3186076676736558,0.4548530205892063,0.9983944120778494,False
Muscle_Temp3_°C_,IL-11,Group_8C vs Group_22C Contrast,0.7994805699898975,0.1982587575538578,-0.4185120292115214,2.0174731691913164,0.2749194049007079,0.12386094758835542,-0.33048746679299046,0.2161967960972595,-0.48087290231624163,0.2875235752076888,0.3186076676736558,0.4548530205892063,0.9983944120778494,False
Mean_Skin_Temp_°C_,IL-11,Group_8C vs Group_15C (Reference),-0.4233074615087626,0.20149365160801302,-1.0728513476397217,0.22623642462219656,0.2113255886840515,0.047018419659895616,0.3906841899399235,0.1575337335665381,-0.12462616324573039,0.6270918586597092,-0.032623271568839096,0.8583809878420794,0.9983944120778494,False
Core_Temp_°C_,Pentraxin-3,Group_22C vs Group_15C (Reference),-166.28731026020475,0.2030890960619196,-422.3504727420568,89.77585222164728,0.2656052489171806,0.11260634244159329,71.45876811855823,0.4249041745390887,-94.82854214164652,0.3188196932552534,-71.47500864024744,0.15050537985029822,0.9983944120778494,False
Muscle_Temp2_°C_,MMP-1,Group_22C vs Group_15C (Reference),-381.7275711937649,0.2078684915348734,-975.7752624863938,212.32012009886398,0.24537039655782011,0.08815589584069938,61.22785145510488,0.6817213247505971,-320.49971973866,0.22434122062548445,145.01867762289265,0.5446452758974876,0.9983944120778494,False
Muscle_Temp2_°C_,IL-28A_per_IFN-lambda2,Group_8C vs Group_22C Contrast,5.6648917201613465,0.21165349081904528,-3.224544827364543,14.554328267687236,0.28097821428150216,0.13118200892348186,-4.823576216067018,0.03312233091205846,-5.280659051550261,0.10340893673280327,0.3842326686110855,0.90355893426897,0.9983944120778494,False
Mean_Body_Temp_°C_,APRIL_per_TNFSF13,Group_8C vs Group_15C (Reference),-9544.695367077516,0.21308428489252873,-24569.047931947644,5479.6571977926105,0.18173787544326014,0.011266599493939378,8244.029245226597,0.21009612626325702,4640.693241052326,0.47270467850277065,-1300.6661218509198,0.7410700368945424,0.9983944120778494,False
Mean_Skin_Temp_°C_,IFN-y,Group_22C vs Group_15C (Reference),-4.856425527597617,0.21413907798738607,-12.51857878160278,2.8057277264075466,0.14227749623125474,-0.036414692053900355,2.8632386439089514,0.04597289966854123,-1.9931868836886655,0.5836229705398619,0.20673612654791818,0.8147476451696662,0.9983944120778494,False
Mean_Body_Temp_°C_,MMP-2,Group_22C vs Group_15C (Reference),-5059.893688895378,0.21482599439448957,-13055.038194945464,2935.2508171547097,0.07830727279299943,-0.11371204537512569,2682.349004946881,0.4503073677704327,-2377.5446839484966,0.23538309850184902,242.2686112131546,0.954017837096627,0.9983944120778494,False
Muscle_Temp3_°C_,IL-28A_per_IFN-lambda2,Group_8C vs Group_15C (Reference),5.640227465240661,0.22070915028574056,-3.386589426335254,14.667044356816577,0.19117933536813358,0.022675030236494753,-3.8320041557546927,0.2501089036815193,-2.7839661222105314,0.6628889669236473,1.8082233094859688,0.5695622167520646,0.9983944120778494,False
Mean_Body_Temp_°C_,IL-12p70,Group_8C vs Group_15C (Reference),-1.297070511109585,0.22121413340475116,-3.375218939138347,0.7810779169191768,0.2186529334561358,0.05587229459283083,1.105326630311668,0.2829757575677745,-0.7765795967900346,0.5357745728760859,-0.19174388079791704,0.44981004141175296,0.9983944120778494,False
Core_Temp_°C_,sCD163,Group_22C vs Group_15C (Reference),-14290.147465313672,0.24287839123590493,-38273.39458473812,9693.099654110774,0.1456841916858329,-0.03229826837961847,5142.360485595277,0.35592037110439734,-9147.786979718396,0.4011228020703892,-7797.791153224217,0.44399184419440463,0.9983944120778494,False
Mean_Skin_Temp_°C_,IL-19,Group_8C vs Group_22C Contrast,14.82834620920059,0.2461006360822923,-10.229195345038788,39.88588776343997,0.19833916910264815,0.031326495999033255,-0.33518921714059097,0.8986404140064553,-2.7993273931949005,0.0923934436508409,12.02901881600569,0.3426327342461293,0.9983944120778494,False
