TimePoint,Group,contrast,estimate,std_error,df,t_ratio,p_value_raw,Contrast_Type,Protein,p_value_FDR,Significant_FDR
X2hrs,.,15°C - 8°C,-0.25393345879999907,0.5897067414640534,27.0,-0.43060972674242015,0.6701702173448425,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.1351810139000002,0.5897067414640534,27.0,0.22923430307815193,0.8204144154830242,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9995801204593276,False
.,15°C,X10min - X2hrs,1.052105504799999,0.543377893064375,27.0,1.9362317058330418,0.06337218086618904,Within-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.7650685341259711,False
.,22°C,X10min - X2hrs,-0.7596168035000007,0.5433778930643749,27.0,-1.3979530878890718,0.17350717986069825,Within-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9330565104917558,False
.,8°C,X10min - X2hrs,-0.017194060399999656,0.543377893064375,27.0,-0.03164291484703932,0.9749895754554165,Within-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9995801204593276,False
X10min,.,15°C - 22°C,-0.11672637999999969,0.6271892925464655,27.0,-0.18611028821311068,0.8537495000464574,Between-Group,Campesterol,0.9995801204593276,False
X10min,.,15°C - 8°C,0.05229316410000013,0.6271892925464655,27.0,0.08337700391485235,0.9341668719295768,Between-Group,Campesterol,0.9995801204593276,False
X10min,.,22°C - 8°C,0.1690195440999998,0.6271892925464655,27.0,0.269487292127963,0.789603596351653,Between-Group,Campesterol,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.6758114828000008,0.5647820714391368,27.0,1.1965880593163074,0.24186902627843695,Between-Group,Campesterol,0.9583024215269884,False
X2hrs,.,15°C - 8°C,0.35347079040000107,0.5647820714391368,27.0,0.6258534189998496,0.5366662380974405,Between-Group,Campesterol,0.9979364913093677,False
X2hrs,.,22°C - 8°C,-0.3223406923999997,0.5647820714391368,27.0,-0.5707346403164577,0.5728994505464124,Between-Group,Campesterol,0.9979364913093677,False
.,15°C,X10min - X2hrs,-0.0781622031000011,0.5122648067421613,27.0,-0.15258163760475263,0.8798627442816831,Within-Group,Campesterol,0.9995801204593276,False
.,22°C,X10min - X2hrs,0.7143756596999993,0.5122648067421613,27.0,1.394543701417237,0.1745227546708956,Within-Group,Campesterol,0.9330565104917558,False
.,8°C,X10min - X2hrs,0.22301542319999984,0.5122648067421613,27.0,0.4353518341779242,0.6667675473541528,Within-Group,Campesterol,0.9995801204593276,False
X10min,.,15°C - 22°C,-0.26790947619999966,1.4751462158365298,27.0,-0.18161553975045983,0.8572410387177352,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9995801204593276,False
X10min,.,15°C - 8°C,-1.6886293742999998,1.4751462158365298,27.0,-1.144719998717149,0.2623717224406825,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9587581238028823,False
X10min,.,22°C - 8°C,-1.4207198981000002,1.4751462158365298,27.0,-0.9631044589666894,0.34404216999010384,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9587581238028823,False
X2hrs,.,15°C - 22°C,1.1819131388000002,1.4939466122879104,27.0,0.791134789609352,0.4357603201626794,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9748246327115793,False
X2hrs,.,15°C - 8°C,1.5399195065000006,1.4939466122879106,27.0,1.0307727825304847,0.3117930071969719,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9587581238028823,False
X2hrs,.,22°C - 8°C,0.3580063677000005,1.4939466122879106,27.0,0.2396379929211327,0.8124208357780298,Between-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9995801204593276,False
.,15°C,X10min - X2hrs,-1.5875809576999997,1.539564870682343,27.0,-1.0311880895258254,0.3116017923891563,Within-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9587581238028823,False
.,22°C,X10min - X2hrs,-0.13775834269999987,1.5395648706823428,27.0,-0.08947875164165359,0.9293618939158567,Within-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9995801204593276,False
.,8°C,X10min - X2hrs,1.6409679231000007,1.539564870682343,27.0,1.0658647481172492,0.29592370309539084,Within-Group,"D-(-)-Ribofuranose, tetrakis(trimethylsilyl) ether (isomer 1)",0.9587581238028823,False
X10min,.,15°C - 22°C,0.5439575723,2.148525627058791,27.0,0.25317713945290327,0.8020491250132247,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
X10min,.,15°C - 8°C,0.44750453009999924,2.148525627058791,27.0,0.2082844739965273,0.8365701001078902,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
X10min,.,22°C - 8°C,-0.09645304220000073,2.148525627058791,27.0,-0.044892665456375984,0.9645232463922668,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
X2hrs,.,15°C - 22°C,-1.4244944602999996,2.2295890629037554,27.0,-0.6389044887243828,0.5282683441604059,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9979364913093677,False
X2hrs,.,15°C - 8°C,-1.1442849376999997,2.2295890629037554,27.0,-0.513226834818482,0.6119668281387385,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9979364913093677,False
X2hrs,.,22°C - 8°C,0.2802095226,2.2295890629037554,27.0,0.12567765390590085,0.9009182460201381,Between-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
.,15°C,X10min - X2hrs,0.8256331690999977,2.2029469926543004,27.0,0.3747857628227376,0.710747589457692,Within-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
.,22°C,X10min - X2hrs,-1.1428188635000018,2.2029469926543,27.0,-0.518768207910003,0.6081485032385143,Within-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9979364913093677,False
.,8°C,X10min - X2hrs,-0.7661562987000011,2.2029469926543,27.0,-0.3477869877281387,0.7306969710694113,Within-Group,"D-Arabinose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",0.9995801204593276,False
X10min,.,15°C - 22°C,1.9603545218000002,1.8239060729668435,27.0,1.0748111160193703,0.291970880567394,Between-Group,Diethanolamine,0.9587581238028823,False
X10min,.,15°C - 8°C,2.198739191,1.8239060729668435,27.0,1.205511195773057,0.23846511954392813,Between-Group,Diethanolamine,0.9583024215269884,False
X10min,.,22°C - 8°C,0.23838466919999957,1.8239060729668435,27.0,0.1307000797536865,0.8969815351063357,Between-Group,Diethanolamine,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.8529121944999988,1.8598819712400394,27.0,-0.45858404333654385,0.6502030009379078,Between-Group,Diethanolamine,0.9988768156402602,False
X2hrs,.,15°C - 8°C,1.385029503700001,1.8598819712400396,27.0,0.7446867732023662,0.4628941167837821,Between-Group,Diethanolamine,0.9764033088087116,False
X2hrs,.,22°C - 8°C,2.2379416981999998,1.8598819712400396,27.0,1.2032708165389099,0.23931638114314294,Between-Group,Diethanolamine,0.9583024215269884,False
.,15°C,X10min - X2hrs,0.5721732739000006,2.1464609229409324,27.0,0.2665658935528388,0.7918287225448787,Within-Group,Diethanolamine,0.9995801204593276,False
.,22°C,X10min - X2hrs,-2.2410934423999986,2.1464609229409324,27.0,-1.0440876973103277,0.3057032300452105,Within-Group,Diethanolamine,0.9587581238028823,False
.,8°C,X10min - X2hrs,-0.2415364133999982,2.1464609229409324,27.0,-0.11252774780034742,0.9112374361468223,Within-Group,Diethanolamine,0.9995801204593276,False
X10min,.,15°C - 22°C,-0.5187695270000002,0.2904693650479172,27.0,-1.78596984544109,0.08534110714984734,Between-Group,DL-Ornithine,0.791489245095708,False
X10min,.,15°C - 8°C,0.04164373959999962,0.29046936504791726,27.0,0.14336706245469247,0.8870649355226904,Between-Group,DL-Ornithine,0.9995801204593276,False
X10min,.,22°C - 8°C,0.5604132665999999,0.29046936504791726,27.0,1.9293369078957823,0.06426044350649782,Between-Group,DL-Ornithine,0.7650685341259711,False
X2hrs,.,15°C - 22°C,-0.2958725280999992,0.6242542992907631,27.0,-0.47396153848864186,0.639337757121349,Between-Group,DL-Ornithine,0.9979364913093677,False
X2hrs,.,15°C - 8°C,0.6189334680000008,0.6242542992907631,27.0,0.9914765003672261,0.33025581678640636,Between-Group,DL-Ornithine,0.9587581238028823,False
X2hrs,.,22°C - 8°C,0.9148059961,0.6242542992907631,27.0,1.465438038855868,0.15435077529488603,Between-Group,DL-Ornithine,0.8948385960794855,False
.,15°C,X10min - X2hrs,-0.036151153700002825,0.4665571395806869,27.0,-0.07748494371448968,0.9388091339901949,Within-Group,DL-Ornithine,0.9995801204593276,False
.,22°C,X10min - X2hrs,0.1867458451999982,0.46655713958068684,27.0,0.4002636105147464,0.6921117862908182,Within-Group,DL-Ornithine,0.9995801204593276,False
.,8°C,X10min - X2hrs,0.5411385746999984,0.4665571395806869,27.0,1.159854879053701,0.2562620145565674,Within-Group,DL-Ornithine,0.9587581238028823,False
X10min,.,15°C - 22°C,0.2746460985000009,0.5985035190980916,27.0,0.4588880261119865,0.6499874431175874,Between-Group,Doconexent,0.9988768156402602,False
X10min,.,15°C - 8°C,0.31298213260000074,0.5985035190980917,27.0,0.522941173464854,0.6052805137877489,Between-Group,Doconexent,0.9979364913093677,False
X10min,.,22°C - 8°C,0.03833603409999983,0.5985035190980917,27.0,0.06405314735286752,0.9493997875878704,Between-Group,Doconexent,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.05673264790000003,1.0155743672291604,27.0,0.05586262289662391,0.95586258735069,Between-Group,Doconexent,0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.4072885623999999,1.0155743672291604,27.0,-0.40104257801545795,0.6915450278641212,Between-Group,Doconexent,0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.4640212102999999,1.0155743672291604,27.0,-0.4569052009120818,0.6513940447429623,Between-Group,Doconexent,0.9991870025372007,False
.,15°C,X10min - X2hrs,1.0011367564000013,0.9527518862347261,27.0,1.0507843341633174,0.3026721070891713,Within-Group,Doconexent,0.9587581238028823,False
.,22°C,X10min - X2hrs,0.7832233058000003,0.952751886234726,27.0,0.82206429303992,0.41824105973105186,Within-Group,Doconexent,0.9639481585472424,False
.,8°C,X10min - X2hrs,0.28086606140000064,0.9527518862347261,27.0,0.29479454772845726,0.7704056690816512,Within-Group,Doconexent,0.9995801204593276,False
X10min,.,15°C - 22°C,-2.4616401419999985,1.3414603566293648,27.0,-1.8350450163024317,0.07753927029021902,Between-Group,Dodecanoic acid,0.791489245095708,False
X10min,.,15°C - 8°C,-2.8141941633000003,1.3414603566293648,27.0,-2.097858613109609,0.04541272704043544,Between-Group,Dodecanoic acid,0.7469991681189178,False
X10min,.,22°C - 8°C,-0.3525540213000018,1.3414603566293648,27.0,-0.26281359680717703,0.7946893424761754,Between-Group,Dodecanoic acid,0.9995801204593276,False
X2hrs,.,15°C - 22°C,3.1381978626,1.213111072244119,27.0,2.586900684036036,0.015393608856830656,Between-Group,Dodecanoic acid,0.6290101284366936,False
X2hrs,.,15°C - 8°C,1.2137458001000003,1.2131110722441192,27.0,1.0005232231989334,0.3259403738068116,Between-Group,Dodecanoic acid,0.9587581238028823,False
X2hrs,.,22°C - 8°C,-1.9244520625,1.2131110722441192,27.0,-1.586377460837102,0.1242974162129077,Between-Group,Dodecanoic acid,0.842615600735374,False
.,15°C,X10min - X2hrs,-2.9733385567000017,1.134995963349455,27.0,-2.619690864737056,0.014266111959868046,Within-Group,Dodecanoic acid,0.6290101284366936,False
.,22°C,X10min - X2hrs,2.6264994478999966,1.134995963349455,27.0,2.3141046600280473,0.028509818308461093,Within-Group,Dodecanoic acid,0.7296680224763044,False
.,8°C,X10min - X2hrs,1.0546014066999985,1.134995963349455,27.0,0.9291675395811925,0.36103544823978095,Within-Group,Dodecanoic acid,0.9587581238028823,False
X10min,.,15°C - 22°C,0.0852482903000007,1.242051423865248,27.0,0.06863507312338897,0.9457858862633646,Between-Group,Erythritol,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.6987321998999991,1.2420514238652482,27.0,-0.5625630199155147,0.5783739864456412,Between-Group,Erythritol,0.9979364913093677,False
X10min,.,22°C - 8°C,-0.7839804901999998,1.2420514238652482,27.0,-0.6311980930389037,0.5332185721053282,Between-Group,Erythritol,0.9979364913093677,False
X2hrs,.,15°C - 22°C,-0.6190151216999995,1.4705527160458134,27.0,-0.42094044976808215,0.6771304761463736,Between-Group,Erythritol,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.42886310990000076,1.4705527160458134,27.0,0.2916339585929132,0.7727954482464151,Between-Group,Erythritol,0.9995801204593276,False
X2hrs,.,22°C - 8°C,1.0478782316000004,1.4705527160458134,27.0,0.7125744083609954,0.48222227343496793,Between-Group,Erythritol,0.9832993969741625,False
.,15°C,X10min - X2hrs,-1.0363400474000004,1.3713721919195152,27.0,-0.7556956845897765,0.456374348421797,Within-Group,Erythritol,0.9748246327115793,False
.,22°C,X10min - X2hrs,-1.7406034594000008,1.3713721919195152,27.0,-1.2692422011005424,0.21518700928486023,Within-Group,Erythritol,0.9583024215269884,False
.,8°C,X10min - X2hrs,0.09125526239999943,1.3713721919195152,27.0,0.0665430310879128,0.9474358006760013,Within-Group,Erythritol,0.9995801204593276,False
X10min,.,15°C - 22°C,0.7785501306999992,1.3671925053824352,27.0,0.5694517250752635,0.5737572121481591,Between-Group,"Ethanolamine, 2TMS",0.9979364913093677,False
X10min,.,15°C - 8°C,-0.8178072406999995,1.3671925053824352,27.0,-0.5981653918379548,0.5547145676971588,Between-Group,"Ethanolamine, 2TMS",0.9979364913093677,False
X10min,.,22°C - 8°C,-1.5963573713999988,1.3671925053824352,27.0,-1.1676171169132183,0.2531693074152336,Between-Group,"Ethanolamine, 2TMS",0.9583024215269884,False
X2hrs,.,15°C - 22°C,-1.6519267549999994,1.50176112955803,27.0,-1.0999930165233158,0.2810463468817003,Between-Group,"Ethanolamine, 2TMS",0.9587581238028823,False
X2hrs,.,15°C - 8°C,-0.9786072951999998,1.5017611295580302,27.0,-0.6516397820790614,0.5201423022203278,Between-Group,"Ethanolamine, 2TMS",0.9979364913093677,False
X2hrs,.,22°C - 8°C,0.6733194597999997,1.5017611295580302,27.0,0.44835323444425434,0.6574757235640509,Between-Group,"Ethanolamine, 2TMS",0.9995801204593276,False
.,15°C,X10min - X2hrs,1.323149818,1.5073873624453116,27.0,0.8777769078901936,0.3878091154074641,Within-Group,"Ethanolamine, 2TMS",0.9639481585472424,False
.,22°C,X10min - X2hrs,-1.1073270676999987,1.5073873624453114,27.0,-0.734600206481546,0.4689155339321113,Within-Group,"Ethanolamine, 2TMS",0.9792342874927252,False
.,8°C,X10min - X2hrs,1.1623497635,1.5073873624453116,27.0,0.7711022345407054,0.4473423431538136,Within-Group,"Ethanolamine, 2TMS",0.9748246327115793,False
X10min,.,15°C - 22°C,0.058573127900002755,1.250731487490711,27.0,0.04683109723056186,0.9629925235679062,Between-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
X10min,.,15°C - 8°C,0.02855186290000017,1.250731487490711,27.0,0.022828131525882145,0.9819552452172334,Between-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
X10min,.,22°C - 8°C,-0.030021265000002587,1.250731487490711,27.0,-0.02400296570467972,0.9810267646609744,Between-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.7072721384,1.2314085145932694,27.0,0.5743602793209611,0.5704788167579149,Between-Group,"Ethanolamine, 3TMS",0.9979364913093677,False
X2hrs,.,15°C - 8°C,1.2290171602999997,1.2314085145932696,27.0,0.9980580333293703,0.32711245676214096,Between-Group,"Ethanolamine, 3TMS",0.9587581238028823,False
X2hrs,.,22°C - 8°C,0.5217450218999997,1.2314085145932696,27.0,0.4236977540084092,0.6751426746128768,Between-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.5386253871999988,1.3225350415712946,27.0,-0.4072673844316909,0.6870225855600388,Within-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
.,22°C,X10min - X2hrs,0.11007362329999854,1.3225350415712944,27.0,0.08322926791355248,0.9342832426143992,Within-Group,"Ethanolamine, 3TMS",0.9995801204593276,False
.,8°C,X10min - X2hrs,0.6618399102000008,1.3225350415712946,27.0,0.5004327971632974,0.6208251748268304,Within-Group,"Ethanolamine, 3TMS",0.9979364913093677,False
X10min,.,15°C - 22°C,-0.5494966639999996,0.9516743311506266,27.0,-0.5773999003793955,0.5684534085970572,Between-Group,Ethyl alpha-D-glucopyranoside,0.9979364913093677,False
X10min,.,15°C - 8°C,-0.9328723518999997,0.9516743311506267,27.0,-0.9802432632307164,0.33566841307369233,Between-Group,Ethyl alpha-D-glucopyranoside,0.9587581238028823,False
X10min,.,22°C - 8°C,-0.38337568790000004,0.9516743311506267,27.0,-0.4028433628513209,0.6902355182648299,Between-Group,Ethyl alpha-D-glucopyranoside,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.23544240229999994,1.2431447875420878,27.0,0.18939258295528896,0.8512017065712453,Between-Group,Ethyl alpha-D-glucopyranoside,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.8149369811999999,1.2431447875420878,27.0,0.6555447035347115,0.5176643794547311,Between-Group,Ethyl alpha-D-glucopyranoside,0.9979364913093677,False
X2hrs,.,22°C - 8°C,0.5794945789,1.2431447875420878,27.0,0.4661521205794226,0.6448456258814218,Between-Group,Ethyl alpha-D-glucopyranoside,0.9981454114012376,False
.,15°C,X10min - X2hrs,-0.573761664299999,0.9973323155517425,27.0,-0.5752963734886937,0.569854676797702,Within-Group,Ethyl alpha-D-glucopyranoside,0.9979364913093677,False
.,22°C,X10min - X2hrs,0.21117740200000065,0.9973323155517425,27.0,0.21174226354349446,0.8338983609848476,Within-Group,Ethyl alpha-D-glucopyranoside,0.9995801204593276,False
.,8°C,X10min - X2hrs,1.1740476688000008,0.9973323155517425,27.0,1.1771880350136816,0.2493938830566239,Within-Group,Ethyl alpha-D-glucopyranoside,0.9583024215269884,False
X10min,.,15°C - 22°C,-0.23548166219999997,1.71765668895799,27.0,-0.1370947196339066,0.8919731340666155,Between-Group,Glyceric acid,0.9995801204593276,False
X10min,.,15°C - 8°C,0.5891068907,1.7176566889579903,27.0,0.34297126689349045,0.7342761027466049,Between-Group,Glyceric acid,0.9995801204593276,False
X10min,.,22°C - 8°C,0.8245885529,1.7176566889579903,27.0,0.48006598652739707,0.6350469383466525,Between-Group,Glyceric acid,0.9979364913093677,False
X2hrs,.,15°C - 22°C,1.7417557828000019,1.596693282328593,27.0,1.0908518261314732,0.28497767058875395,Between-Group,Glyceric acid,0.9587581238028823,False
X2hrs,.,15°C - 8°C,1.323628322600002,1.5966932823285933,27.0,0.828980955358967,0.4143839959434964,Between-Group,Glyceric acid,0.9639481585472424,False
X2hrs,.,22°C - 8°C,-0.4181274601999998,1.5966932823285933,27.0,-0.2618708707725062,0.7954085042670125,Between-Group,Glyceric acid,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.1753761055999936,1.4699570425190631,27.0,0.11930695967785006,0.9059154589617853,Within-Group,Glyceric acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,2.1526135505999955,1.469957042519063,27.0,1.4644057535933603,0.15463048499949753,Within-Group,Glyceric acid,0.8948385960794855,False
.,8°C,X10min - X2hrs,0.9098975374999957,1.4699570425190631,27.0,0.6189960054483672,0.5411070075341256,Within-Group,Glyceric acid,0.9979364913093677,False
X10min,.,15°C - 22°C,0.37629225150000023,2.211196865639723,27.0,0.17017582529501948,0.8661406149551754,Between-Group,Glycerol,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.2777627359,2.211196865639723,27.0,-0.1256164660036456,0.9009662228143912,Between-Group,Glycerol,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.6540549874000002,2.211196865639723,27.0,-0.2957922912986651,0.7696517336478564,Between-Group,Glycerol,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.14556400819999946,2.275375699212405,27.0,0.06397361466521101,0.9494625273257615,Between-Group,Glycerol,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.7338492428999998,2.275375699212405,27.0,0.3225178343752257,0.7495446349706805,Between-Group,Glycerol,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.5882852347000003,2.275375699212405,27.0,0.2585442197100147,0.7979477149635419,Between-Group,Glycerol,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.18775485470000028,2.3706752865311698,27.0,0.07919889145793889,0.9374585073210113,Within-Group,Glycerol,0.9995801204593276,False
.,22°C,X10min - X2hrs,-0.04297338860000051,2.3706752865311698,27.0,-0.01812706651313695,0.9856707784345826,Within-Group,Glycerol,0.9995801204593276,False
.,8°C,X10min - X2hrs,1.1993668335,2.3706752865311698,27.0,0.5059178033845972,0.6170202387258241,Within-Group,Glycerol,0.9979364913093677,False
X10min,.,15°C - 22°C,2.161843780200001,1.452636005312268,27.0,1.488221255905933,0.14828018518513428,Between-Group,Glycolic acid,0.8870644019604798,False
X10min,.,15°C - 8°C,1.4242502264000003,1.452636005312268,27.0,0.9804591247852447,0.3355638373922438,Between-Group,Glycolic acid,0.9587581238028823,False
X10min,.,22°C - 8°C,-0.7375935538000005,1.452636005312268,27.0,-0.5077621311206881,0.6157432619823837,Between-Group,Glycolic acid,0.9979364913093677,False
X2hrs,.,15°C - 22°C,1.0665888403000006,1.3394180292918028,27.0,0.7963076627122478,0.43279949223240854,Between-Group,Glycolic acid,0.974695460966868,False
X2hrs,.,15°C - 8°C,1.4413430366000006,1.3394180292918028,27.0,1.076096487488741,0.29140605031613825,Between-Group,Glycolic acid,0.9587581238028823,False
X2hrs,.,22°C - 8°C,0.37475419629999995,1.3394180292918028,27.0,0.27978882477649314,0.7817718563193775,Between-Group,Glycolic acid,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.04858428259999936,1.4740359831125778,27.0,0.03296003839567653,0.9739489097065752,Within-Group,Glycolic acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,-1.0466706573000009,1.4740359831125776,27.0,-0.7100713071399036,0.48374812056979966,Within-Group,Glycolic acid,0.9832993969741625,False
.,8°C,X10min - X2hrs,0.06567709279999961,1.4740359831125776,27.0,0.04455596305140104,0.9647891446723362,Within-Group,Glycolic acid,0.9995801204593276,False
X10min,.,15°C - 22°C,0.0035464884000000474,1.3638036784301042,27.0,0.0026004390925844,0.9979442707621775,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9995801204593276,False
X10min,.,15°C - 8°C,0.5928544722000004,1.3638036784301044,27.0,0.434706608859161,0.6672301014602364,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9995801204593276,False
X10min,.,22°C - 8°C,0.5893079838000004,1.3638036784301044,27.0,0.4321061697665766,0.6690956772488128,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9995801204593276,False
X2hrs,.,15°C - 22°C,-2.625529047899999,1.252321638310702,27.0,-2.09652933206653,0.04553977229436863,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.7469991681189178,False
X2hrs,.,15°C - 8°C,-0.7798408914999986,1.252321638310702,27.0,-0.6227161358897796,0.538695495759172,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9979364913093677,False
X2hrs,.,22°C - 8°C,1.8456881564000003,1.252321638310702,27.0,1.4738131961767504,0.1520964144339476,Between-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.8941159160654608,False
.,15°C,X10min - X2hrs,0.5859839284999977,1.0387241671446739,27.0,0.5641381485431268,0.5773167176875755,Within-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9979364913093677,False
.,22°C,X10min - X2hrs,-2.043091607800001,1.0387241671446739,27.0,-1.9669241098107988,0.059546870369986765,Within-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.7650685341259711,False
.,8°C,X10min - X2hrs,-0.7867114352000013,1.0387241671446739,27.0,-0.7573824313364876,0.45538025079129485,Within-Group,"L-(+)-Erythrulose, tris(trimethylsilyl) ether, trimethylsilyloxime (isomer 2)",0.9748246327115793,False
X10min,.,15°C - 22°C,0.7590248754000001,1.674182978626381,27.0,0.45337032157784696,0.6539049136974384,Between-Group,L-5-Oxoproline,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.188204048,1.674182978626381,27.0,-0.1124154590046161,0.911325623885443,Between-Group,L-5-Oxoproline,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.9472289234000001,1.674182978626381,27.0,-0.5657857805824631,0.5762118126755685,Between-Group,L-5-Oxoproline,0.9979364913093677,False
X2hrs,.,15°C - 22°C,-0.5123857486000009,1.807927964105252,27.0,-0.2834104891195606,0.7790239830368031,Between-Group,L-5-Oxoproline,0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.3673954947999999,1.8079279641052521,27.0,-0.2032135693978409,0.8404918446432859,Between-Group,L-5-Oxoproline,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.14499025380000097,1.8079279641052521,27.0,0.08019691972171966,0.9366721274758458,Between-Group,L-5-Oxoproline,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.7162645160999997,1.9588444213936076,27.0,0.365656663835721,0.7174705267518082,Within-Group,L-5-Oxoproline,0.9995801204593276,False
.,22°C,X10min - X2hrs,-0.5551461079000012,1.9588444213936074,27.0,-0.2834049002753603,0.7790282212360053,Within-Group,L-5-Oxoproline,0.9995801204593276,False
.,8°C,X10min - X2hrs,0.5370730692999999,1.9588444213936074,27.0,0.2741785225178336,0.7860342485143815,Within-Group,L-5-Oxoproline,0.9995801204593276,False
X10min,.,15°C - 22°C,1.5710364578000011,1.5653053624352844,27.0,1.0036613273692492,0.3244525283714572,Between-Group,L-Alanine,0.9587581238028823,False
X10min,.,15°C - 8°C,1.5028138126000001,1.5653053624352848,27.0,0.9600770869793348,0.34553581845412473,Between-Group,L-Alanine,0.9587581238028823,False
X10min,.,22°C - 8°C,-0.06822264520000099,1.5653053624352848,27.0,-0.04358424038991405,0.9655565498155836,Between-Group,L-Alanine,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.5399614067999996,1.6266491441910735,27.0,-0.33194706352519576,0.7424923704878578,Between-Group,L-Alanine,0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.550302391699999,1.6266491441910738,27.0,-0.3383042948537388,0.7377505112373037,Between-Group,L-Alanine,0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.010340984899999406,1.6266491441910738,27.0,-0.006357231328543155,0.9949744370717117,Between-Group,L-Alanine,0.9995801204593276,False
