TimePoint,Group,contrast,estimate,std_error,df,t_ratio,p_value_raw,Contrast_Type,Protein,p_value_FDR,Significant_FDR
X2hrs,.,15°C - 22°C,2.268929677000001,1.8850149069347,27.0,1.2036667023973835,0.23916579464474097,Between-Group,"1,3-Dioxolane-2-methanol",0.9583024215269884,False
X2hrs,.,15°C - 8°C,-0.6166259982000002,1.8850149069347002,27.0,-0.32711995853800485,0.7460998283041589,Between-Group,"1,3-Dioxolane-2-methanol",0.9995801204593276,False
X2hrs,.,22°C - 8°C,-2.885555675200001,1.8850149069347002,27.0,-1.530786660935388,0.1374557237060626,Between-Group,"1,3-Dioxolane-2-methanol",0.8660511256185427,False
.,15°C,X10min - X2hrs,-2.3940753136000015,2.005511271222842,27.0,-1.1937481219640498,0.24295991812397175,Within-Group,"1,3-Dioxolane-2-methanol",0.9583024215269884,False
.,22°C,X10min - X2hrs,2.0443301435999994,2.0055112712228413,27.0,1.0193560978360838,0.31708145843147106,Within-Group,"1,3-Dioxolane-2-methanol",0.9587581238028823,False
.,8°C,X10min - X2hrs,-2.4009419883000014,2.005511271222842,27.0,-1.1971720242868789,0.2416451624671503,Within-Group,"1,3-Dioxolane-2-methanol",0.9583024215269884,False
X10min,.,15°C - 22°C,-0.794467676,1.7720503797815192,27.0,-0.44833244306403525,0.6574905386795142,Between-Group,"1,5-Anhydrohexitol",0.9995801204593276,False
X10min,.,15°C - 8°C,-0.6999400311000002,1.7720503797815195,27.0,-0.3949887876135314,0.6959544028238436,Between-Group,"1,5-Anhydrohexitol",0.9995801204593276,False
X10min,.,22°C - 8°C,0.09452764489999982,1.7720503797815195,27.0,0.05334365545050382,0.9578508364923717,Between-Group,"1,5-Anhydrohexitol",0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.9382950974999993,1.2650809190750236,27.0,-0.7416878109157183,0.46467964745665336,Between-Group,"1,5-Anhydrohexitol",0.9764033088087116,False
X2hrs,.,15°C - 8°C,0.22068619730000172,1.2650809190750238,27.0,0.17444433314302027,0.8628177468239502,Between-Group,"1,5-Anhydrohexitol",0.9995801204593276,False
X2hrs,.,22°C - 8°C,1.1589812948000011,1.2650809190750238,27.0,0.9161321440587386,0.36770817836581626,Between-Group,"1,5-Anhydrohexitol",0.9587581238028823,False
.,15°C,X10min - X2hrs,-1.9528630256000006,1.2615436130231814,27.0,-1.5479948576015785,0.1332662742539348,Within-Group,"1,5-Anhydrohexitol",0.863259878447463,False
.,22°C,X10min - X2hrs,-2.0966904471,1.2615436130231814,27.0,-1.6620039334791292,0.1080805870582491,Within-Group,"1,5-Anhydrohexitol",0.8239637885635016,False
.,8°C,X10min - X2hrs,-1.0322367971999986,1.2615436130231814,27.0,-0.8182331443352413,0.42038707200448444,Within-Group,"1,5-Anhydrohexitol",0.9650872510802724,False
X10min,.,15°C - 22°C,0.012269757299999996,0.5813495907264559,27.0,0.021105643653533287,0.9833165870440319,Between-Group,"11-Eicosenoic acid, (E)-",0.9995801204593276,False
X10min,.,15°C - 8°C,-0.06426624889999998,0.5813495907264559,27.0,-0.11054664856595618,0.9127934915414025,Between-Group,"11-Eicosenoic acid, (E)-",0.9995801204593276,False
X10min,.,22°C - 8°C,-0.07653600619999998,0.5813495907264559,27.0,-0.1316522922194895,0.8962354644974847,Between-Group,"11-Eicosenoic acid, (E)-",0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.10564617929999988,0.46236043603956717,27.0,-0.22849312152426263,0.8209846593595,Between-Group,"11-Eicosenoic acid, (E)-",0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.34978638260000017,0.4623604360395672,27.0,0.7565231696642544,0.4558865025304808,Between-Group,"11-Eicosenoic acid, (E)-",0.9748246327115793,False
X2hrs,.,22°C - 8°C,0.4554325619000001,0.4623604360395672,27.0,0.9850162911885171,0.3333612575948154,Between-Group,"11-Eicosenoic acid, (E)-",0.9587581238028823,False
.,15°C,X10min - X2hrs,0.3927227508000012,0.5837020005582598,27.0,0.6728137824170489,0.5067838513186012,Within-Group,"11-Eicosenoic acid, (E)-",0.9979364913093677,False
.,22°C,X10min - X2hrs,0.2748068142000013,0.5837020005582598,27.0,0.4707998498157838,0.641565143588281,Within-Group,"11-Eicosenoic acid, (E)-",0.9981454114012376,False
.,8°C,X10min - X2hrs,0.8067753823000013,0.5837020005582598,27.0,1.382169979764317,0.1782480055439496,Within-Group,"11-Eicosenoic acid, (E)-",0.9344238228773027,False
X10min,.,15°C - 22°C,0.4443374696000007,0.7934221453487433,27.0,0.5600265535879329,0.5800785494134352,Between-Group,2-Aminoadipic acid,0.9979364913093677,False
X10min,.,15°C - 8°C,1.8759000520000007,0.7934221453487434,27.0,2.3643152173115376,0.02551163227311559,Between-Group,2-Aminoadipic acid,0.7296680224763044,False
X10min,.,22°C - 8°C,1.4315625823999998,0.7934221453487434,27.0,1.8042886637236044,0.0823536680963935,Between-Group,2-Aminoadipic acid,0.791489245095708,False
X2hrs,.,15°C - 22°C,-1.6529208123999997,0.7409300693224652,27.0,-2.2308728999370935,0.034191779678344796,Between-Group,2-Aminoadipic acid,0.7296680224763044,False
X2hrs,.,15°C - 8°C,-1.2199153781999996,0.7409300693224652,27.0,-1.6464649346942242,0.11126028983924656,Between-Group,2-Aminoadipic acid,0.8259249253030201,False
X2hrs,.,22°C - 8°C,0.43300543420000015,0.7409300693224652,27.0,0.5844079652428695,0.5637975681817521,Between-Group,2-Aminoadipic acid,0.9979364913093677,False
.,15°C,X10min - X2hrs,1.3727752914,0.6358453084238096,27.0,2.158976834794863,0.039901923010732275,Within-Group,2-Aminoadipic acid,0.7296680224763044,False
.,22°C,X10min - X2hrs,-0.7244829906000003,0.6358453084238095,27.0,-1.1394013307983886,0.2645438288083414,Within-Group,2-Aminoadipic acid,0.9587581238028823,False
.,8°C,X10min - X2hrs,-1.7230401388,0.6358453084238095,27.0,-2.7098417114553017,0.01155042589091439,Within-Group,2-Aminoadipic acid,0.6290101284366936,False
X10min,.,15°C - 22°C,-1.6065002879999999,1.4724137876921295,27.0,-1.0910657733774949,0.28488521208664713,Between-Group,2-Aminoheptanedioic acid,0.9587581238028823,False
X10min,.,15°C - 8°C,-0.6887765912000006,1.47241378769213,27.0,-0.46778738215946286,0.6436905803054462,Between-Group,2-Aminoheptanedioic acid,0.9981454114012376,False
X10min,.,22°C - 8°C,0.9177236967999993,1.47241378769213,27.0,0.6232783912180317,0.5383315189955418,Between-Group,2-Aminoheptanedioic acid,0.9979364913093677,False
X2hrs,.,15°C - 22°C,-2.7513934625,1.0972235537614705,27.0,-2.507596061958159,0.018471360798743904,Between-Group,2-Aminoheptanedioic acid,0.6381486375084822,False
X2hrs,.,15°C - 8°C,-2.5250945353999996,1.0972235537614705,27.0,-2.3013491888171216,0.029320902616651313,Between-Group,2-Aminoheptanedioic acid,0.7296680224763044,False
X2hrs,.,22°C - 8°C,0.2262989271000002,1.0972235537614705,27.0,0.20624687314103737,0.8381454336608336,Between-Group,2-Aminoheptanedioic acid,0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.26105474540000095,1.0740276638634603,27.0,-0.24306147242142964,0.8097948996586006,Within-Group,2-Aminoheptanedioic acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,-1.405947919900001,1.0740276638634603,27.0,-1.309042557472465,0.20155207789002375,Within-Group,2-Aminoheptanedioic acid,0.9578432860474494,False
.,8°C,X10min - X2hrs,-2.0973726896,1.0740276638634603,27.0,-1.9528106771993128,0.06128003537287728,Within-Group,2-Aminoheptanedioic acid,0.7650685341259711,False
X10min,.,15°C - 22°C,-0.41745478860000124,0.8349004005727678,27.0,-0.5000054956418923,0.621122045207356,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9979364913093677,False
X10min,.,15°C - 8°C,0.0841380765999988,0.8349004005727678,27.0,0.10077618425177116,0.9204727554779149,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
X10min,.,22°C - 8°C,0.5015928652,0.8349004005727678,27.0,0.6007816798936635,0.5529958167730906,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9979364913093677,False
X2hrs,.,15°C - 22°C,0.2577476738000009,0.8117138518523775,27.0,0.3175351427252423,0.7532802638149148,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.268169035900001,0.8117138518523775,27.0,0.3303738568561124,0.7436674291615437,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.010421362100000109,0.8117138518523775,27.0,0.012838714130870088,0.9898508682497371,Between-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.44390395460000615,0.7162565380502077,27.0,-0.6197555359262767,0.5406141922258618,Within-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9979364913093677,False
.,22°C,X10min - X2hrs,0.231298507799996,0.7162565380502076,27.0,0.3229269060909886,0.7492382193840728,Within-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
.,8°C,X10min - X2hrs,-0.25987299530000396,0.7162565380502077,27.0,-0.36282111435580017,0.7195634537613351,Within-Group,"2-Ethyl-3-hydroxypropionic acid, di-",0.9995801204593276,False
X10min,.,15°C - 22°C,1.0005901121999996,0.855275379121961,27.0,1.1699040293048315,0.2522633905434878,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9583024215269884,False
X10min,.,15°C - 8°C,1.3134238292999993,0.855275379121961,27.0,1.5356736103503652,0.1362551944179489,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.8660511256185427,False
X10min,.,22°C - 8°C,0.3128337170999998,0.855275379121961,27.0,0.3657695810455338,0.7173872284826599,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-1.2463990918000003,1.0388212030985218,27.0,-1.199820612134533,0.24063175597906888,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9583024215269884,False
X2hrs,.,15°C - 8°C,-1.2798310769,1.0388212030985218,27.0,-1.2320032293166632,0.22856982224170308,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9583024215269884,False
X2hrs,.,22°C - 8°C,-0.033431985099999784,1.0388212030985218,27.0,-0.03218261718213033,0.97456314845906,Between-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9995801204593276,False
.,15°C,X10min - X2hrs,1.3556513014999996,0.9034371220764652,27.0,1.500548592008443,0.14507672809210634,Within-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.8834912123932465,False
.,22°C,X10min - X2hrs,-0.8913379025000002,0.9034371220764652,27.0,-0.9866075687163971,0.33259448409688197,Within-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9587581238028823,False
.,8°C,X10min - X2hrs,-1.2376036046999999,0.9034371220764652,27.0,-1.3698834976533667,0.1820085524298699,Within-Group,2-Keto-3-methylvaleric acid mo-tms pk2,0.9444015194958046,False
X10min,.,15°C - 22°C,0.18672445140000027,1.2122025123135614,27.0,0.1540373407110215,0.8787258973544778,Between-Group,"2,3-Butanediol",0.9995801204593276,False
X10min,.,15°C - 8°C,-1.7910775385999993,1.2122025123135616,27.0,-1.477539866817814,0.1511018443460823,Between-Group,"2,3-Butanediol",0.8934335796509634,False
X10min,.,22°C - 8°C,-1.9778019899999997,1.2122025123135616,27.0,-1.6315772075288355,0.11437949445616588,Between-Group,"2,3-Butanediol",0.8286486887209302,False
X2hrs,.,15°C - 22°C,0.23649408250000042,1.4497258671740911,27.0,0.16313020816893578,0.8716307981985507,Between-Group,"2,3-Butanediol",0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.20940432369999978,1.4497258671740914,27.0,0.14444408314806825,0.8862226057801441,Between-Group,"2,3-Butanediol",0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.02708975880000064,1.4497258671740914,27.0,-0.018686125020867514,0.9852289021488905,Between-Group,"2,3-Butanediol",0.9995801204593276,False
.,15°C,X10min - X2hrs,-1.3741820015999986,1.26410516135031,27.0,-1.087078863068722,0.28661170090549504,Within-Group,"2,3-Butanediol",0.9587581238028823,False
.,22°C,X10min - X2hrs,-1.3244123704999984,1.2641051613503098,27.0,-1.0477074305157246,0.3040621860974413,Within-Group,"2,3-Butanediol",0.9587581238028823,False
.,8°C,X10min - X2hrs,0.6262998607000005,1.26410516135031,27.0,0.4954491761041388,0.6242916213324725,Within-Group,"2,3-Butanediol",0.9979364913093677,False
X10min,.,15°C - 22°C,-0.8914049422999999,1.5948148134930236,27.0,-0.5589394673025461,0.580809856935909,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9979364913093677,False
X10min,.,15°C - 8°C,-1.4419878334,1.594814813493024,27.0,-0.9041725855566286,0.37390111924870006,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9626770589263999,False
X10min,.,22°C - 8°C,-0.5505828911000001,1.594814813493024,27.0,-0.34523311825408276,0.7325942881353898,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.46722684070000003,1.7799162742821955,27.0,0.26249933631761596,0.7949290567226153,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.2015407731999998,1.7799162742821955,27.0,0.11323047949616459,0.9106855612428209,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.26568606750000023,1.7799162742821955,27.0,-0.14926885682145138,0.8824508673621163,Between-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9995801204593276,False
.,15°C,X10min - X2hrs,0.6509192691999988,1.5711846615136087,27.0,0.4142856566413603,0.6819378365655056,Within-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9995801204593276,False
.,22°C,X10min - X2hrs,2.0095510521999986,1.5711846615136087,27.0,1.2790037361134161,0.21177950099771503,Within-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.9583024215269884,False
.,8°C,X10min - X2hrs,2.2944478757999986,1.5711846615136087,27.0,1.4603298593747922,0.15573887070409925,Within-Group,"2,3,4-Trihydroxybutyric acid tetrakis(trimethylsilyl) deriv., (, (R*,R*)-)",0.8948385960794855,False
X10min,.,15°C - 22°C,0.6926460565999993,1.022556924153832,27.0,0.6773667462798372,0.5039365018451631,Between-Group,4-Aminobutanoic acid,0.9951522764592834,False
X10min,.,15°C - 8°C,0.25793073289999974,1.022556924153832,27.0,0.25224095285789394,0.8027651333553651,Between-Group,4-Aminobutanoic acid,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.4347153236999996,1.022556924153832,27.0,-0.42512579342194323,0.6741141084785487,Between-Group,4-Aminobutanoic acid,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.47098661489999993,1.0944362943861925,27.0,-0.43034630459157946,0.6703594448968406,Between-Group,4-Aminobutanoic acid,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.05126581740000019,1.0944362943861925,27.0,0.04684221243663368,0.9629837466248543,Between-Group,4-Aminobutanoic acid,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.5222524323000002,1.0944362943861925,27.0,0.4771885170282132,0.6370679117211221,Between-Group,4-Aminobutanoic acid,0.9979364913093677,False
.,15°C,X10min - X2hrs,0.24149155129999966,0.9916212763235633,27.0,0.24353203896081152,0.8094341336286398,Within-Group,4-Aminobutanoic acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,-0.9221411201999996,0.9916212763235633,27.0,-0.9299327699167957,0.3606462397584541,Within-Group,4-Aminobutanoic acid,0.9587581238028823,False
.,8°C,X10min - X2hrs,0.034826635800000116,0.9916212763235633,27.0,0.03512090415114921,0.9722417014604157,Within-Group,4-Aminobutanoic acid,0.9995801204593276,False
X10min,.,15°C - 22°C,-0.4521095862999999,0.6296212408474547,27.0,-0.7180659688219405,0.47888441633231693,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9826150257725653,False
X10min,.,15°C - 8°C,-0.4988894347,0.6296212408474549,27.0,-0.7923643650085677,0.43505542491062776,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9748246327115793,False
X10min,.,22°C - 8°C,-0.0467798484000001,0.6296212408474549,27.0,-0.07429839618662731,0.9413206913031197,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.1270904091999997,0.3921584822742368,27.0,-0.32407920507792376,0.7483753135778355,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.06801702889999942,0.3921584822742368,27.0,-0.1734427074114262,0.8635972458640262,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.0590733803000003,0.3921584822742368,27.0,0.15063649766649756,0.8813822301393868,Between-Group,"9-Hexadecenoic acid, (Z)-",0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.07152813840000076,0.5122349763313813,27.0,-0.13963930950651623,0.8899814172827885,Within-Group,"9-Hexadecenoic acid, (Z)-",0.9995801204593276,False
.,22°C,X10min - X2hrs,0.25349103869999945,0.5122349763313812,27.0,0.4948725690609772,0.6246932603282825,Within-Group,"9-Hexadecenoic acid, (Z)-",0.9979364913093677,False
.,8°C,X10min - X2hrs,0.35934426739999986,0.5122349763313813,27.0,0.7015223169132607,0.4889802460974827,Within-Group,"9-Hexadecenoic acid, (Z)-",0.986692282303849,False
X10min,.,15°C - 22°C,-0.778764914,1.0251125798794323,27.0,-0.7596872082982279,0.4540239959431466,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9748246327115793,False
X10min,.,15°C - 8°C,-0.7416945367000003,1.0251125798794323,27.0,-0.7235249583877256,0.47557960456950266,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9826150257725653,False
X10min,.,22°C - 8°C,0.037070377299999735,1.0251125798794323,27.0,0.03616224991050226,0.9714190258732049,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.14480251950000034,1.0421450818424247,27.0,0.1389466035228048,0.8905235442157251,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.16233611799999967,1.0421450818424247,27.0,-0.1557711309379334,0.8773722201071472,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.3071386375,1.0421450818424247,27.0,-0.2947177344607382,0.7704637218099782,Between-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.7171046901000016,1.0567672877057772,27.0,-0.6785833536320214,0.503177167831521,Within-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9951522764592834,False
.,22°C,X10min - X2hrs,0.20646274339999884,1.056767287705777,27.0,0.19537200460493606,0.8465645742032146,Within-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
.,8°C,X10min - X2hrs,-0.1377462714000009,1.0567672877057772,27.0,-0.13034683510978617,0.8972583312982789,Within-Group,"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",0.9995801204593276,False
X10min,.,15°C - 22°C,3.3838138878999984,1.4758421840501965,27.0,2.292801984161816,0.029876065384993503,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.7296680224763044,False
X10min,.,15°C - 8°C,0.8051904753999992,1.4758421840501965,27.0,0.5455803365033866,0.5898338739297325,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.9979364913093677,False
X10min,.,22°C - 8°C,-2.578623412499999,1.4758421840501965,27.0,-1.747221647658429,0.09196592482317759,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.791489245095708,False
X2hrs,.,15°C - 22°C,3.0130041131999996,1.5654352953921502,27.0,1.9247068991409353,0.06486300583324614,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.7650685341259711,False
X2hrs,.,15°C - 8°C,-0.8994816713000005,1.5654352953921502,27.0,-0.5745888533033716,0.5703263835093741,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.9979364913093677,False
X2hrs,.,22°C - 8°C,-3.9124857845,1.5654352953921502,27.0,-2.499295752444307,0.018824443584321008,Between-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.6381486375084822,False
.,15°C,X10min - X2hrs,1.0697420963000002,1.6071404192344667,27.0,0.6656183140546942,0.5113019357505884,Within-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.9979364913093677,False
.,22°C,X10min - X2hrs,0.6989323216000012,1.6071404192344665,27.0,0.43489188202542095,0.6670972677196965,Within-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.9995801204593276,False
.,8°C,X10min - X2hrs,-0.6349300503999996,1.6071404192344665,27.0,-0.39506818620269507,0.6958965008483167,Within-Group,"Aminomalonic acid, tris(trimethylsilyl)-",0.9995801204593276,False
X10min,.,15°C - 22°C,-1.0756693087000007,0.6106688381015608,27.0,-1.7614609450910041,0.08948233065309492,Between-Group,Arachidonic acid.1,0.791489245095708,False
X10min,.,15°C - 8°C,-1.013022647800001,0.6106688381015608,27.0,-1.6588739830728427,0.10871488076137123,Between-Group,Arachidonic acid.1,0.8239637885635016,False
X10min,.,22°C - 8°C,0.06264666089999982,0.6106688381015608,27.0,0.10258696201816181,0.9190489292008335,Between-Group,Arachidonic acid.1,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.48420659899999974,0.6805839957912254,27.0,0.71145751588983,0.4829027700278542,Between-Group,Arachidonic acid.1,0.9832993969741625,False
X2hrs,.,15°C - 8°C,0.3801363953000002,0.6805839957912254,27.0,0.5585444230995553,0.5810757250185232,Between-Group,Arachidonic acid.1,0.9979364913093677,False
X2hrs,.,22°C - 8°C,-0.10407020369999959,0.6805839957912254,27.0,-0.1529130927902747,0.8796038677112196,Between-Group,Arachidonic acid.1,0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.6643349892000011,0.6194104935416731,27.0,-1.0725278246441357,0.29297614142734524,Within-Group,Arachidonic acid.1,0.9587581238028823,False
.,22°C,X10min - X2hrs,0.8955409184999994,0.6194104935416731,27.0,1.4457955230617168,0.15974320677015136,Within-Group,Arachidonic acid.1,0.9126901195800221,False
.,8°C,X10min - X2hrs,0.7288240539,0.6194104935416731,27.0,1.1766414381079027,0.24960837330019875,Within-Group,Arachidonic acid.1,0.9583024215269884,False
X10min,.,15°C - 22°C,0.3095656447000006,1.0011343905349896,27.0,0.3092148742733469,0.7595317248766835,Between-Group,beta-Alanine,0.9995801204593276,False
X10min,.,15°C - 8°C,0.6388776787000003,1.0011343905349896,27.0,0.6381537631112589,0.5287494859278405,Between-Group,beta-Alanine,0.9979364913093677,False
X10min,.,22°C - 8°C,0.32931203399999975,1.0011343905349896,27.0,0.328938888837912,0.7447397850059825,Between-Group,beta-Alanine,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.21634298320000012,1.1723438660573147,27.0,-0.18453884518334943,0.8549698631263055,Between-Group,beta-Alanine,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.4226086044999997,1.1723438660573147,27.0,0.3604817807605084,0.721291796815513,Between-Group,beta-Alanine,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.6389515876999998,1.1723438660573147,27.0,0.5450206259438578,0.5902134409858807,Between-Group,beta-Alanine,0.9979364913093677,False
.,15°C,X10min - X2hrs,1.0552218794000008,1.0497306308801164,27.0,1.0052311024927227,0.3237100180617558,Within-Group,beta-Alanine,0.9587581238028823,False
.,22°C,X10min - X2hrs,0.5293132515000002,1.0497306308801162,27.0,0.5042372166049998,0.6181849108631772,Within-Group,beta-Alanine,0.9979364913093677,False
.,8°C,X10min - X2hrs,0.8389528052000003,1.0497306308801164,27.0,0.7992077019764627,0.43114497279462316,Within-Group,beta-Alanine,0.974695460966868,False
X10min,.,15°C - 22°C,2.258700533299999,1.5798846215810558,27.0,1.429661699624384,0.16428407219202792,Between-Group,beta-D-Xylopyranose,0.9180049528532549,False
X10min,.,15°C - 8°C,0.12403207419999873,1.579884621581056,27.0,0.07850704570810664,0.9380036735952371,Between-Group,beta-D-Xylopyranose,0.9995801204593276,False
X10min,.,22°C - 8°C,-2.1346684591000002,1.579884621581056,27.0,-1.351154653916277,0.1878601485381202,Between-Group,beta-D-Xylopyranose,0.9458107478379616,False
X2hrs,.,15°C - 22°C,-0.9543390096999992,1.6043965623949874,27.0,-0.5948273837456963,0.5569114462444527,Between-Group,beta-D-Xylopyranose,0.9979364913093677,False
X2hrs,.,15°C - 8°C,0.9835063302000004,1.6043965623949874,27.0,0.6130070041610264,0.5450012109227875,Between-Group,beta-D-Xylopyranose,0.9979364913093677,False
X2hrs,.,22°C - 8°C,1.9378453398999997,1.6043965623949874,27.0,1.2078343879067228,0.2375847783445865,Between-Group,beta-D-Xylopyranose,0.9583024215269884,False
.,15°C,X10min - X2hrs,0.37459498939999697,1.422392594305994,27.0,0.26335555380388304,0.794275992105307,Within-Group,beta-D-Xylopyranose,0.9995801204593276,False
.,22°C,X10min - X2hrs,-2.838444553600001,1.4223925943059939,27.0,-1.9955422750108731,0.05616388631215295,Within-Group,beta-D-Xylopyranose,0.7650685341259711,False
.,8°C,X10min - X2hrs,1.2340692453999986,1.4223925943059939,27.0,0.8676010057561633,0.39325872245535853,Within-Group,beta-D-Xylopyranose,0.9639481585472424,False
X10min,.,15°C - 22°C,1.4226078356000005,0.7376168487792323,27.0,1.9286542029977207,0.06434898480238287,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.7650685341259711,False
X10min,.,15°C - 8°C,0.8153661063999995,0.7376168487792323,27.0,1.1054060217705757,0.2787368022039416,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9587581238028823,False
X10min,.,22°C - 8°C,-0.6072417292000009,0.7376168487792323,27.0,-0.8232481812271448,0.41757928691645496,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9639481585472424,False
X2hrs,.,15°C - 22°C,-0.38911447269999927,0.5897067414640533,27.0,-0.6598440298205722,0.5149436615591454,Between-Group,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-, trimethylsilyl ester",0.9979364913093677,False
